OID_,created_date,last_edited_date,ROADSEGID,SUB_TYPE,FNODE,TNODE,LENGTH,ROADID,RIGHTWAY,ADDSEGDT,SEGSTAT,DEDSTAT,FUNCLASS,ONEWAY,SUBDIVID,SEGCLASS,LJURISDIC,LLOWADDR,LHIGHADDR,RJURISDIC,RLOWADDR,RHIGHADDR,LMIXADDR,RMIXADDR,PENDING,ABLOADDR,ABHIADDR,NAD83N,NAD83E,SPEED,L_ZIP,R_ZIP,LPSJUR,RPSJUR,CARTO,OBMH,FIREDRIV,L_BLOCK,R_BLOCK,L_TRACT,R_TRACT,L_BEAT,R_BEAT,FRXCOORD,FRYCOORD,MIDXCOORD,MIDYCOORD,TOXCOORD,TOYCOORD,F_LEVEL,T_LEVEL,L_PSBLOCK,R_PSBLOCK,RD20PRED,RD20NAME,RD20SFX,RD20FULL,RD30PRED,RD30NAME,RD30SFX,RD30POSTD,RD30FULL,Shape_Length
937,2/1/1989 0:00:00,7/14/2016 11:34:58,90919,,11093,11637,2271.744332230000055,27287,0,2/1/1989 0:00:00,M,D,6,B,0,2,CN,26430,26548,CN,26431,26549,N,N,N,26430,26549,2034198.000000000000000,6404281.000000000000000,35,92070,92070,CN,CN,4,N,Y,1062,1083,20903,20903,803,803,6404281.000000000000000,2034198.000000000000000,6404447.635999999940395,2033092.240999999921769,6404557.000000000000000,2032062.000000000000000,1,1,11590,11600,,EAST GRADE,RD,EAST GRADE RD,,EAST GRADE,RD,,EAST GRADE RD,2271.744400382495314
938,12/1/1989 0:00:00,8/8/2018 13:02:44,132528,,184292,184293,3405.303747209999983,120230,0,12/1/1989 0:00:00,M,D,6,B,0,2,CN,4860,5148,CN,4861,5149,N,N,N,4860,5149,1999292.135000000009313,6582644.411000000312924,50,92004,92004,CN,CN,2,N,Y,3009,3009,21001,21001,845,845,6582644.411000000312924,1999292.135000000009313,6584311.669999999925494,1998951.898000000044703,6585999.586000000126660,1998731.037000000011176,1,1,10190,10190,E,SR-78,,E SR-78,E,STATE ROUTE 78,,,E STATE ROUTE 78,3405.303691688473009
939,12/1/1989 0:00:00,7/14/2016 11:54:02,84090,,29196,29371,489.278028790000008,25709,0,12/1/1989 0:00:00,M,D,6,B,0,2,CN,5997,5999,CN,5996,5998,N,N,N,5996,5999,1993395.000000000000000,6522160.000000000000000,45,92004,92036,CN,CN,3,N,Y,2044,2047,21001,21001,841,841,6522160.000000000000000,1993395.000000000000000,6522007.396999999880791,1993203.330000000074506,6521873.000000000000000,1993002.000000000000000,1,1,30870,30860,,YAQUI PASS,RD,YAQUI PASS RD,,YAQUI PASS,RD,,YAQUI PASS RD,489.278084050581924
940,12/1/1989 0:00:00,9/11/2019 11:03:51,128949,,28132,25527,9308.371418479999193,120230,0,12/1/1989 0:00:00,M,D,6,B,0,2,CN,2900,3598,CN,2901,3599,N,N,N,2900,3599,1995617.000999999931082,6555699.000000000000000,50,92004,92004,CN,CN,2,N,Y,2042,3015,21001,21001,841,844,6555699.000000000000000,1995617.000999999931082,6559400.059000000357628,1998424.959999999962747,6563350.000000000000000,2000872.000000000000000,1,1,30890,10750,E,SR-78,,E SR-78,E,STATE ROUTE 78,,,E STATE ROUTE 78,9308.371525010259575
941,12/1/1989 0:00:00,5/17/2019 9:06:33,132536,,184298,184299,463.894786300000021,120230,0,12/1/1989 0:00:00,M,D,6,B,0,2,CN,5950,5998,CN,5951,5999,N,N,N,5950,5999,1996292.524999999906868,6597093.777999999932945,50,92004,92004,CN,CN,2,N,Y,2010,3003,21002,21001,845,845,6597093.777999999932945,1996292.524999999906868,6597312.900000000372529,1996216.303000000072643,6597531.922000000253320,1996140.115999999921769,1,1,10300,10420,E,SR-78,,E SR-78,E,STATE ROUTE 78,,,E STATE ROUTE 78,463.894863431591205
942,12/1/1989 0:00:00,1/8/2020 14:55:52,83869,,188506,7183,1322.699511660000098,25700,0,12/1/1989 0:00:00,M,D,6,B,0,2,CN,1100,1198,CN,1101,1199,N,N,N,1100,1199,2053040.625999999931082,6528645.326000000350177,45,92004,92004,CN,CN,4,N,Y,1002,2017,21002,21002,842,842,6528645.326000000350177,2053040.625999999931082,6529306.317999999970198,2053037.308999999891967,6529968.000000000000000,2053041.000000000000000,1,1,20520,40170,,HENDERSON CANYON,RD,HENDERSON CANYON RD,,HENDERSON CANYON,RD,,HENDERSON CANYON RD,1322.699626561402511
943,12/1/1989 0:00:00,7/14/2016 11:51:26,84068,,37677,37733,163.785143419999997,25708,52,12/1/1989 0:00:00,M,D,6,B,0,2,CN,7231,7247,CN,7230,7246,N,N,N,7230,7247,1972216.000000000000000,6503840.000000000000000,45,92036,92036,CN,CN,3,N,Y,3019,3021,21001,21001,843,843,6503840.000000000000000,1972216.000000000000000,6503893.855999999679625,1972154.165000000037253,6503947.000000000000000,1972092.000000000000000,1,1,11530,11480,,GREAT STHRN OVRLND S,,GREAT STHRN OVRLND S,,GREAT STHRN OVERLAND STAGE RT,,,GREAT STHRN OVERLAND STAGE RT,163.785063253118608
944,12/1/1989 0:00:00,7/14/2016 11:38:42,90605,,112016,111876,1028.895038379999960,27209,0,12/1/1989 0:00:00,M,D,6,B,0,2,CN,45800,45898,CN,45801,45899,N,N,N,45800,45899,1805245.000000000000000,6589012.000000000000000,45,91934,91934,CN,CN,3,N,Y,2002,2000,21102,21102,885,886,6589012.000000000000000,1805245.000000000000000,6589460.110000000335276,1805496.780999999959022,6589909.000000000000000,1805749.000000000000000,1,1,41250,41230,,OLD HIGHWAY 80,,OLD HIGHWAY 80,,OLD HIGHWAY 80,,,OLD HIGHWAY 80,1028.894892845614322
945,,6/10/2009 13:13:05,86264,,57829,57703,828.228299549999974,26390,0,,M,D,6,B,0,2,CN,11550,11898,CN,11551,11899,N,N,N,11550,11899,1907442.997999999905005,6460179.330000000074506,50,91916,91916,CN,CN,2,N,Y,1015,1086,21202,20902,861,861,6460179.330000000074506,1907442.997999999905005,6460242.185999999754131,1907850.989000000059605,6460370.000000000000000,1908238.999000000068918,1,1,10120,11550,,SR-79,,SR-79,,STATE ROUTE 79,,,STATE ROUTE 79,828.228324140680570
946,2/1/1989 0:00:00,8/17/2020 10:53:47,135665,,3863,3879,774.887874389999979,44006,0,2/1/1989 0:00:00,M,D,6,B,0,2,CN,12505,12799,CN,12506,12798,N,N,N,12505,12799,2077069.541999999899417,6313556.422000000253320,45,92059,92059,CN,CN,2,N,Y,1028,1028,19108,19108,804,804,6313556.422000000253320,2077069.541999999899417,6313941.769000000320375,2077033.811999999918044,6314328.000000000000000,2076998.000000000000000,1,1,12130,12130,,SR-76,,SR-76,,STATE ROUTE 76,,,STATE ROUTE 76,774.888141993003615
947,2/1/1989 0:00:00,7/14/2016 11:42:07,91394,,3118,3085,165.415192240000010,27384,60,2/1/1989 0:00:00,M,D,6,B,0,2,CN,36452,36498,CN,36453,36499,N,N,N,36452,36499,2080590.000000000000000,6308543.000000000000000,45,92059,92059,CN,CN,3,N,Y,2029,2028,19108,19108,804,804,6308543.000000000000000,2080590.000000000000000,6308515.847000000067055,2080668.432000000029802,6308488.000000000000000,2080746.000000000000000,1,1,40430,40420,,PALA TEMECULA,RD,PALA TEMECULA RD,,PALA TEMECULA,RD,,PALA TEMECULA RD,165.415172336927526
948,4/1/1980 0:00:00,12/19/2018 16:25:15,22737,,83119,83488,386.005181310000012,6291,0,4/1/1980 0:00:00,M,D,6,B,0,2,CN,1651,1669,CN,1650,1668,N,N,N,1650,1669,1858546.000000000000000,6353266.000000000000000,45,92019,92019,CN,CN,2,N,Y,3005,1000,15405,13605,609,613,6353266.000000000000000,1858546.000000000000000,6353267.000000000000000,1858353.003000000026077,6353268.000000000000000,1858160.000000000000000,1,1,30080,10000,,JAMACHA,RD,JAMACHA RD,,JAMACHA,RD,,JAMACHA RD,386.005393543459206
949,4/1/1980 0:00:00,7/14/2016 11:39:30,25586,,42324,41818,1291.308018859999947,6965,0,4/1/1980 0:00:00,M,D,6,B,0,2,SD,17840,18098,SD,17841,18099,N,N,N,17840,18099,1958359.000000000000000,6313259.000000000000000,45,92128,92128,SD,SD,3,N,Y,1000,1001,17057,17060,234,234,6313259.000000000000000,1958359.000000000000000,6313239.741999999620020,1959004.685000000055879,6313142.000000000000000,1959636.000000000000000,1,1,10000,30050,,POMERADO,RD,POMERADO RD,,POMERADO,RD,,POMERADO RD,1291.308142023683558
950,4/1/1980 0:00:00,7/14/2016 11:35:13,46793,,53487,53534,270.656083319999993,11571,0,4/1/1980 0:00:00,M,D,6,B,0,2,SD,10500,10598,SD,10501,10599,N,N,N,10500,10599,1925377.000000000000000,6299448.000000000000000,45,92128,92128,SD,SD,3,N,Y,4003,4003,17039,17039,231,246,6299448.000000000000000,1925377.000000000000000,6299558.081000000238419,1925298.949000000022352,6299676.000000000000000,1925232.000000000000000,1,1,20000,30020,,POWAY,RD,POWAY RD,,POWAY,RD,,POWAY RD,270.655984436037500
951,6/1/1985 0:00:00,5/7/2019 15:49:05,16940,,40957,41064,759.682630499999959,43819,0,6/1/1985 0:00:00,M,D,6,B,0,2,CN,1200,1318,CN,1201,1319,N,N,N,1200,1319,1962101.000000000000000,6381599.000000000000000,45,92065,92065,CN,CN,2,N,Y,1008,2021,20807,20807,431,436,6381599.000000000000000,1962101.000000000000000,6381948.951000000350177,1961956.013000000035390,6382284.541000000201166,1961779.810000000055879,1,1,10940,10990,,SR-78,,SR-78,,STATE ROUTE 78,,,STATE ROUTE 78,759.682556563441494
952,,7/14/2016 11:52:57,87254,,58551,58288,3704.783618349999870,26645,0,,M,D,6,B,0,2,CN,11026,11298,CN,11025,11299,N,N,N,11025,11299,1901556.000000000000000,6506252.000000000000000,20,91948,91948,CN,CN,3,N,Y,1056,3092,20902,21001,852,852,6506252.000000000000000,1901556.000000000000000,6504749.860999999567866,1902639.260999999940395,6503093.000000000000000,1903421.000000000000000,1,1,12300,12950,,SUNRISE,HY,SUNRISE HY,,SUNRISE,HWY,,SUNRISE HWY,3704.783517850640237
953,,4/11/2018 12:53:57,86254,,66094,65547,917.305837770000039,26390,0,,M,D,6,B,0,2,CN,8020,8098,CN,8021,8099,N,N,N,8020,8099,1883782.000000000000000,6447551.000000000000000,50,91901,91901,CN,CN,2,N,Y,1060,2000,21202,21202,850,852,6447551.000000000000000,1883782.000000000000000,6447897.762000000104308,1884082.726999999955297,6448244.000000000000000,1884383.000000000000000,1,1,10770,20140,,SR-79,,SR-79,,STATE ROUTE 79,,,STATE ROUTE 79,917.305639454987613
954,4/1/1980 0:00:00,9/15/2015 9:28:54,36904,,61179,61020,2856.099398519999795,9248,0,4/1/1980 0:00:00,M,D,6,B,0,2,CN,15600,15898,CN,15601,15899,N,N,N,15600,15899,1891906.000000000000000,6382180.000000000000000,35,92021,92021,CN,CN,3,N,Y,1025,2005,16812,16812,551,551,6382180.000000000000000,1891906.000000000000000,6383600.734000000171363,1892043.301999999908730,6385009.000000000000000,1892246.000999999931082,1,1,10250,20050,,OLDE HIGHWAY 80,,OLDE HIGHWAY 80,,OLDE HIGHWAY 80,,,OLDE HIGHWAY 80,2856.099309154231833
955,2/1/1989 0:00:00,7/9/2016 14:02:39,135674,,4565,4728,1610.639422900000000,44006,0,2/1/1989 0:00:00,M,D,6,B,0,2,CN,14150,14292,CN,14151,14293,N,N,N,14150,14293,2072031.411000000080094,6324853.533999999985099,45,92059,92059,CN,CN,2,N,Y,1023,2011,19108,19109,809,809,6324853.533999999985099,2072031.411000000080094,6324839.724999999627471,2071228.567000000039116,6325319.887000000104308,2070587.093000000109896,1,1,10390,20160,,SR-76,,SR-76,,STATE ROUTE 76,,,STATE ROUTE 76,1610.639440461856339
956,,9/15/2015 9:44:56,124314,,7335,7285,274.011431609999988,26651,0,,M,D,6,B,0,2,CN,0,0,CN,0,0,N,N,N,0,0,2052172.000000000000000,6306011.000000000000000,45,92082,92082,CN,CN,3,N,Y,3056,3060,19109,19109,807,808,6306011.000000000000000,2052172.000000000000000,6306058.752999999560416,2052300.341000000014901,6306111.000000000000000,2052427.000000000000000,1,1,31460,31510,,LILAC,RD,LILAC RD,,LILAC,RD,,LILAC RD,274.011496616539546
957,4/1/1980 0:00:00,7/14/2016 11:55:33,16317,,13470,13473,655.069676550000054,4890,0,4/1/1980 0:00:00,M,D,6,B,0,2,CN,30330,30398,CN,30331,30399,N,N,N,30330,30399,2027524.000000000000000,6332897.000000000000000,35,92082,92082,CN,CN,3,N,Y,3009,2004,19111,19111,816,816,6332897.000000000000000,2027524.000000000000000,6333224.963999999687076,2027519.388000000035390,6333552.000000000000000,2027515.000000000000000,1,1,40090,30490,,VALLEY CENTER,RD,VALLEY CENTER RD,,VALLEY CENTER,RD,,VALLEY CENTER RD,655.069678621955518
958,4/1/1980 0:00:00,1/30/2020 8:55:48,36820,,33254,33267,160.093037100000004,9237,66,4/1/1980 0:00:00,M,D,6,B,0,2,CN,1900,1904,CN,1901,1905,N,N,N,1900,1905,1984210.000000000000000,6317128.000000000000000,45,92027,92025,CN,CN,2,N,Y,1013,4000,20706,20706,380,380,6317128.000000000000000,1984210.000000000000000,6317205.726999999955297,1984191.066000000108033,6317283.000000000000000,1984170.000000000000000,1,1,20330,10090,,SAN PASQUAL VALLEY,RD,SAN PASQUAL VALLEY RD,,SAN PASQUAL VALLEY,RD,,SAN PASQUAL VALLEY RD,160.093033430416540
959,6/1/1985 0:00:00,7/14/2016 11:50:05,26385,,39694,39393,1100.007670160000089,7101,0,6/1/1985 0:00:00,M,D,6,B,0,2,EN,500,708,EN,501,709,N,N,N,500,709,1966405.000000000000000,6251385.000000000000000,35,92024,92024,EN,EN,3,N,Y,1003,2003,17606,17107,206,206,6251385.000000000000000,1966405.000000000000000,6251386.889999999664724,1966954.996000000042841,6251389.000000000000000,1967505.000000000000000,1,1,20030,20080,N,EL CAM REAL,,N EL CAM REAL,N,EL CAMINO REAL,,,N EL CAMINO REAL,1100.007766715574917
960,1/31/2007 9:24:59,11/12/2019 12:13:35,174301,,151866,151869,378.617709040000022,43894,0,1/31/2007 9:24:59,M,D,6,B,0,2,CN,16176,16198,CN,16175,16199,N,N,N,16175,16199,1947031.262000000104308,6345377.655000000260770,45,92065,92065,CN,CN,2,N,Y,2001,1003,17021,20801,433,433,6345377.655000000260770,1947031.262000000104308,6345438.586000000126660,1947210.171000000089407,6345499.718000000342727,1947389.664000000106171,1,1,20010,10030,,SR-67,,SR-67,,STATE ROUTE 67,,,STATE ROUTE 67,378.617584233030129
961,2/1/1989 0:00:00,6/18/2013 15:25:10,84004,,37391,37393,514.164167349999957,43819,0,2/1/1989 0:00:00,M,D,6,B,0,2,CN,3601,3649,CN,3600,3648,N,N,N,3600,3649,1972890.000000000000000,6443491.001000000163913,50,92070,92036,CN,CN,2,N,Y,4015,4008,20904,20904,832,832,6443491.001000000163913,1972890.000000000000000,6443236.491999999620020,1972868.000000000000000,6442982.000000000000000,1972888.000000000000000,1,1,10390,10300,,SR-78,,SR-78,,STATE ROUTE 78,,,STATE ROUTE 78,514.164163378032640
962,8/1/1985 0:00:00,9/15/2015 9:45:59,55486,,10276,10314,763.206178040000054,13752,100,8/1/1985 0:00:00,M,D,6,B,0,2,CN,2500,2598,CN,2501,2599,N,N,N,2500,2599,2036821.254999999888241,6272078.877000000327826,45,92084,92084,CN,CN,3,N,Y,4024,2000,18803,19209,396,325,6272078.877000000327826,2036821.254999999888241,6272452.853000000119209,2036743.490999999921769,6272833.000000000000000,2036738.999000000068918,1,1,40240,20000,,GOPHER CANYON,RD,GOPHER CANYON RD,,GOPHER CANYON,RD,,GOPHER CANYON RD,763.206681095502859
963,4/1/1980 0:00:00,7/14/2016 11:35:38,12775,,49318,49286,662.656421099999989,4231,0,4/1/1980 0:00:00,M,D,6,B,0,2,SD,2260,2768,SD,2261,2769,N,N,N,2260,2769,1938000.504999999888241,6254871.025999999605119,35,92014,92014,SD,SD,3,N,Y,1012,3001,17306,8327,935,935,6254871.025999999605119,1938000.504999999888241,6255194.536000000312924,1938070.520999999949709,6255517.671000000089407,1938145.168999999994412,1,1,10230,30100,,VIA DE LA VALLE,,VIA DE LA VALLE,,VIA DE LA VALLE,,,VIA DE LA VALLE,662.656469393198563
964,6/24/1993 0:00:00,6/9/2009 9:30:10,136771,,112230,112221,643.970221479999964,40808,0,6/24/1993 0:00:00,M,D,F,B,0,2,CN,19100,19188,CN,19101,19189,N,N,N,19100,19189,1804455.000000000000000,6411562.000000000000000,45,91917,91917,CN,CN,2,N,Y,1001,1020,21302,21302,877,877,6411562.000000000000000,1804455.000000000000000,6411883.819000000134110,1804465.081000000005588,6412203.963999999687076,1804497.183999999891967,1,1,10850,10750,,SR-94,,SR-94,,STATE ROUTE 94,,,STATE ROUTE 94,643.970161937478792
965,2/1/1989 0:00:00,8/17/2020 9:11:43,76814,,3845,3857,467.647671740000021,44006,0,2/1/1989 0:00:00,M,D,6,B,0,2,CN,11778,11798,CN,11779,11797,N,N,N,11778,11798,2077128.458000000100583,6309106.566999999806285,45,92059,92059,CN,CN,2,N,Y,2048,3001,19108,19109,804,804,6309106.566999999806285,2077128.458000000100583,6309339.421000000089407,2077105.327999999979511,6309571.998999999836087,2077082.999000000068918,1,1,40910,30010,,SR-76,,SR-76,,STATE ROUTE 76,,,STATE ROUTE 76,467.647569454339532
966,4/1/1980 0:00:00,5/17/2019 8:51:07,35020,,41871,41978,581.606093510000051,8916,0,4/1/1980 0:00:00,M,D,6,B,0,2,CN,1000,1098,CN,1001,1099,N,N,N,1000,1099,1959486.000999999931082,6372099.000000000000000,45,92065,92065,CN,CN,2,N,Y,4000,1017,20806,20806,435,430,6372099.000000000000000,1959486.000999999931082,6371857.336000000126660,1959323.891000000061467,6371616.000000000000000,1959162.000000000000000,1,1,20000,10240,,MAIN,ST,MAIN ST,,MAIN,ST,,MAIN ST,581.606104426624142
967,2/1/1989 0:00:00,7/14/2016 11:53:46,16326,,13514,13517,349.862874309999995,4890,0,2/1/1989 0:00:00,M,D,6,B,0,2,CN,31030,31088,CN,31031,31089,N,N,N,31030,31089,2027449.000000000000000,6338045.998999999836087,35,92082,92082,CN,CN,3,N,Y,3008,2001,19111,19111,816,816,6338045.998999999836087,2027449.000000000000000,6338220.974000000394881,2027446.050999999977648,6338395.429999999701977,2027434.185999999986961,1,1,40120,30000,,VALLEY CENTER,RD,VALLEY CENTER RD,,VALLEY CENTER,RD,,VALLEY CENTER RD,349.862930384250944
968,2/1/1989 0:00:00,7/14/2016 11:51:35,16329,,12082,11935,459.406349830000011,4890,0,2/1/1989 0:00:00,M,D,6,B,0,2,CN,32230,32298,CN,32231,32299,N,N,N,32230,32299,2030935.000000000000000,6342844.000000000000000,35,92082,92082,CN,CN,3,N,Y,3000,1013,19111,19107,813,818,6342844.000000000000000,2030935.000000000000000,6342967.555999999865890,2031127.986000000033528,6343118.000000000000000,2031301.000000000000000,1,1,40000,10160,,VALLEY CENTER,RD,VALLEY CENTER RD,,VALLEY CENTER,RD,,VALLEY CENTER RD,459.406313939995357
969,4/1/1980 0:00:00,7/14/2016 11:45:53,27358,,40732,40740,227.093115939999990,7345,0,4/1/1980 0:00:00,M,D,6,B,0,2,EN,250,268,EN,251,269,N,N,N,250,269,1962805.000000000000000,6243916.000000000000000,45,92024,92024,EN,EN,3,N,Y,2002,1004,17603,17502,212,222,6243916.000000000000000,1962805.000000000000000,6244029.451000000350177,1962793.827000000048429,6244142.000000000000000,1962782.743000000016764,1,1,20050,10060,,ENCINITAS,BL,ENCINITAS BL,,ENCINITAS,BLVD,,ENCINITAS BLVD,227.093241552153302
970,4/1/1980 0:00:00,7/14/2016 11:46:59,23956,,42627,42683,432.790561490000016,6585,90,4/1/1980 0:00:00,M,D,6,B,0,2,CN,7200,7298,CN,7201,7299,N,N,N,7200,7299,1957588.000000000000000,6277875.000000000000000,45,92067,92067,CN,CN,3,N,Y,1043,2010,17111,17106,250,253,6277875.000000000000000,1957588.000000000000000,6278081.305999999865890,1957524.014999999897555,6278289.000000000000000,1957462.000000000000000,1,1,10760,20400,,DEL DIOS,HY,DEL DIOS HY,,DEL DIOS,HWY,,DEL DIOS HWY,432.790734567073287
971,4/1/1980 0:00:00,7/14/2016 11:43:48,40435,,43069,43030,117.588508360000006,10058,0,4/1/1980 0:00:00,M,D,6,B,0,2,CN,0,0,CN,0,0,N,N,N,0,0,1956397.000000000000000,6260236.000000000000000,45,92067,92067,CN,CN,3,N,Y,1000,1000,17106,17106,251,251,6260236.000000000000000,1956397.000000000000000,6260217.416000000201166,1956452.985000000102445,6260186.000000000000000,1956502.000000000000000,1,1,10020,10000,,LA BAJADA,,LA BAJADA,,LA BAJADA,,,LA BAJADA,117.588736015187209
972,,7/14/2016 11:54:52,40434,,43069,43017,246.609761529999986,10058,0,,M,D,6,B,0,2,CN,0,0,CN,0,0,N,N,N,0,0,1956397.000000000000000,6260236.000000000000000,20,92067,92067,CN,CN,3,N,Y,1004,1000,17106,17106,251,251,6260236.000000000000000,1956397.000000000000000,6260134.758999999612570,1956466.827000000048429,6260033.000000000000000,1956537.000000000000000,1,1,10050,10020,,LA BAJADA,,LA BAJADA,,LA BAJADA,,,LA BAJADA,246.609717624687960
973,4/1/1980 0:00:00,9/15/2015 10:02:36,103124,,38565,38637,212.320359249999996,103777,0,4/1/1980 0:00:00,M,D,4,B,0,2,CB,7876,7898,CB,7877,7899,N,N,N,7876,7899,1969865.000000000000000,6256598.000000000000000,45,92009,92009,CB,CB,4,N,Y,1004,1001,17109,17107,8,8,6256598.000000000000000,1969865.000000000000000,6256628.741999999620020,1969763.556000000098720,6256659.576999999582767,1969661.804999999934807,1,1,10050,10010,,RANCHO SANTA FE,RD,RANCHO SANTA FE RD,,RANCHO SANTA FE,RD,,RANCHO SANTA FE RD,212.320164485632404
974,4/1/1980 0:00:00,7/14/2016 11:37:17,40634,,44256,44328,711.851667980000002,10107,0,4/1/1980 0:00:00,M,D,6,B,0,2,CN,4800,4898,CN,4801,4899,N,N,N,4800,4899,1953531.000000000000000,6261337.000000000000000,45,92067,92067,CN,CN,3,N,Y,1001,1013,17106,17106,251,251,6261337.000000000000000,1953531.000000000000000,6261667.932000000029802,1953432.054999999934807,6262017.000000000000000,1953384.999000000068918,1,1,10150,10160,,LA GRANADA,,LA GRANADA,,LA GRANADA,,,LA GRANADA,711.851903232738891
975,4/1/1980 0:00:00,7/14/2016 11:47:02,40635,,44328,44350,167.090400130000006,10107,0,4/1/1980 0:00:00,M,D,6,B,0,2,CN,4900,4948,CN,4901,4949,N,N,N,4900,4949,1953384.999000000068918,6262017.000000000000000,45,92067,92067,CN,CN,3,N,Y,4000,1013,17106,17106,251,251,6262017.000000000000000,1953384.999000000068918,6262086.735999999567866,1953338.708000000100583,6262156.000000000000000,1953293.000000000000000,1,1,40000,10270,,LA GRANADA,,LA GRANADA,,LA GRANADA,,,LA GRANADA,167.090224770162848
976,4/1/1980 0:00:00,1/30/2020 8:55:50,36802,,32914,33166,1298.601181980000092,9237,0,4/1/1980 0:00:00,M,D,6,B,0,2,CN,1720,1798,CN,1721,1799,N,N,N,1720,1799,1984965.000000000000000,6314868.000000000000000,45,92027,92025,CN,CN,2,N,Y,3007,3013,20705,20705,379,379,6314868.000000000000000,1984965.000000000000000,6315298.455000000074506,1984480.580000000074506,6315918.000000000000000,1984411.000000000000000,1,1,30190,30180,,SAN PASQUAL VALLEY,RD,SAN PASQUAL VALLEY RD,,SAN PASQUAL VALLEY,RD,,SAN PASQUAL VALLEY RD,1298.600977438548853
977,4/1/1980 0:00:00,12/17/2018 8:54:50,36804,,32850,32914,199.302245489999990,9237,0,4/1/1980 0:00:00,M,D,6,B,0,2,CN,1700,1718,CN,1701,1719,N,N,N,1700,1719,1985121.287999999942258,6314744.644999999552965,45,92027,92025,CN,CN,2,N,Y,3008,3013,20705,20705,379,379,6314744.644999999552965,1985121.287999999942258,6314803.712000000290573,1985040.682999999960884,6314868.000000000000000,1984965.000000000000000,1,1,30200,30180,,SAN PASQUAL VALLEY,RD,SAN PASQUAL VALLEY RD,,SAN PASQUAL VALLEY,RD,,SAN PASQUAL VALLEY RD,199.302339222031861
978,4/1/1980 0:00:00,7/14/2016 11:41:28,17764,,35447,35559,367.024029900000016,5187,0,4/1/1980 0:00:00,M,D,6,B,0,2,CN,10300,10398,CN,10301,10399,N,N,N,10300,10399,1979181.000000000000000,6297518.000000000000000,45,92029,92029,CN,ES,3,N,Y,3007,1011,20404,20312,378,45,6297518.000000000000000,1979181.000000000000000,6297391.565999999642372,1979047.716999999945983,6297254.000000000000000,1978927.000000000000000,1,1,30070,10230,W,VALLEY,PY,W VALLEY PY,W,VALLEY,PKY,,W VALLEY PKY,367.024001582931987
979,2/1/1989 0:00:00,11/21/2016 9:48:55,46795,,53391,53487,425.936334919999979,11571,0,2/1/1989 0:00:00,M,D,6,B,0,2,SD,10426,10498,SD,10427,10499,N,N,N,10426,10499,1925708.715000000083819,6299180.887000000104308,45,92128,92128,SD,SD,3,N,Y,4003,2004,17039,17068,231,246,6299180.887000000104308,1925708.715000000083819,6299312.737999999895692,1925541.442000000039116,6299448.000000000000000,1925377.000000000000000,1,1,20110,30040,,POWAY,RD,POWAY RD,,POWAY,RD,,POWAY RD,425.936239226440591
980,2/1/1989 0:00:00,10/6/2015 11:04:17,36752,,100617,100484,376.527124389999983,41114,0,2/1/1989 0:00:00,M,D,6,F,0,2,SD,0,0,SD,0,0,N,N,N,0,0,1835206.527000000001863,6286548.169999999925494,45,92113,92113,SD,SD,2,N,Y,1006,1006,5000,5000,511,511,6286548.169999999925494,1835206.527000000001863,6286663.423000000417233,1835355.054999999934807,6286779.000000000000000,1835504.000000000000000,2,2,10830,10220,,SR-75 NB,,SR-75 NB,,STATE ROUTE 75 NB,,,STATE ROUTE 75 NB,376.527140883894106
981,4/1/1980 0:00:00,4/16/2019 8:37:29,16927,,40858,40779,595.054749590000029,43819,0,4/1/1980 0:00:00,M,D,6,B,0,2,CN,220,298,CN,221,299,N,N,N,220,299,1962430.000000000000000,6376304.000000000000000,45,92065,92065,CN,CN,2,N,Y,1018,3003,20812,20813,431,436,6376304.000000000000000,1962430.000000000000000,6376560.853000000119209,1962580.625000000000000,6376837.000000000000000,1962689.000000000000000,1,1,30300,10050,,SR-78,,SR-78,,STATE ROUTE 78,,,STATE ROUTE 78,595.055016548846424
982,2/1/1989 0:00:00,6/18/2013 15:26:37,84011,,37490,37391,793.246573990000002,43819,0,2/1/1989 0:00:00,M,D,6,B,0,2,CN,3501,3599,CN,3500,3598,N,N,N,3500,3599,1972680.000000000000000,6444224.000000000000000,50,92070,92036,CN,CN,2,N,Y,4015,4008,20904,20904,832,832,6444224.000000000000000,1972680.000000000000000,6443871.661999999545515,1972861.597000000067055,6443491.001000000163913,1972890.000000000000000,1,1,10390,10300,,SR-78,,SR-78,,STATE ROUTE 78,,,STATE ROUTE 78,793.246377002159988
983,2/1/1989 0:00:00,5/4/2015 10:15:41,84009,,37393,37340,1565.092867900000101,43819,0,2/1/1989 0:00:00,M,D,6,B,0,2,CN,3651,3809,CN,3650,3808,N,N,N,3650,3809,1972888.000000000000000,6442982.000000000000000,50,92070,92036,CN,CN,2,N,Y,4016,4008,20904,20904,832,832,6442982.000000000000000,1972888.000000000000000,6442336.407999999821186,1973245.489999999990687,6441605.000000000000000,1973013.000000000000000,1,1,10380,10300,,SR-78,,SR-78,,STATE ROUTE 78,,,STATE ROUTE 78,1565.093014493447981
